,document_id,text
10324,10325,"Dieser mit den ersten Grundsätzen alles Wahren, mit der tiefsten Metaphysik bekannt, in der ganzen Philosophie wohl bewandert, ein lang geübter Denker, dringt überall bis auf den Grund ein, räsonnirt nach den Regeln der strengsten Logit, und trägt seine Räsonnements in der präcisesten und zugleich reinsten Sprache, immer schüchtern, und mehr in dem untersuchenden, als dogmatischen Tone vor."
10325,10326,"Jener bleibt überall an derOberfläche hangen, schließt meistens unlogisch, seine Sprache ist unbestimmt, und unrichtig, dabey ist sein Ton dictatorisch, und er will nur für nachdenkende Leser geschrieben haben."
10326,10327,"Selbst in dem Materlellen, wie weit bleibt der Professor der schönen Wissenschaften hinter dem Buchhalter im Handelsgewölbe zurück!"
10327,10328,"Wie viel natürliche, leichte Zierde weiß dieser dem Gewand zu geben, das er seinem Kind umwirft, und wie wenig jener Mendelssohn fängt an:„Jndem wir ausgehen, um Wahrheit zu suchen, meine Lieben! so nehmen wir an, daß Wahrheit zu finden sey, und daß es sichere Merkmahle gebe, sie von Unwahrheit zu unterscheiden."
10328,10329,"Malsiner beginnt:, Jch führte neulich meine Schüler auf einen nahe an unsrer Stadt sich erhebenden Hügel, wo wir eine freye Aussicht auf die herumliegenden Orte, und einen so ziemlich weiten Gesichtskreis des Himmels vor Augen hatten."
10329,10330,"Jch erwählte diese Gegend gleichsam als eine akademische Sternwarte, und so weiter., Jch will aus dem Elenchus die Materien anzeigen, die H. Malsiner für die ersten Gründe der natürlichen, und geoffenbarten Religion angibt, und dann nur wenige von den vielen Stellen anführen, die mein Urtheil rechtfertigen müssen."
10330,10331,"Jm ersten Gespräche wird erwiesen, daß es einen Gott gebe; 1) aus dem Bau der Welt, S. 1 — 123 2) aus der Existenz meines Jchs S. 23, welches der Verf."
10331,10332,"im Elenchus und am Rande so ausdrückt:, welcher (nämlich Gott) auch von sich selber kennbar ist."
10332,10333,Den Beschluß macht S. 23 ein seyn sollender Beweis: daß Gott von Jedermann leicht erkennet werde;
10333,10334,"ja, daß auch jener, welcher einen ausführlichen Beweis zu fassen nicht fähig ist, niemahls an dem Daseyn Gottes, zweifeln könne."
10334,10335,"Also die alte Schulbehauptung, der Grundstein der theologischen Jntoleranz:"
10335,10336,Non datur ignorantia
10336,10337,"inuineibilis Dei, gehört auch unter die ersten Gründe der natürlichen Religion?"
10337,10338,Jm zweyten Gespräche will der Verf.
10338,10339,"beweisen, daß Gott das Gute belohne."
10339,10340,"S. 29 sagt er, daß Gott bey der Schöpfung nicht sich selbst, sondern die Glückseligkeit der Menschen zum Zweck gehabt habe."
10340,10341,"S. 39, daß zwar viele Uebel in dieser Welt seyen, aber S. 48 nur als Mittel zur Glückseligleit, die uns S. 63 erst in einem andern Leben zu Theil wird, und die S. 66 in der ewigen Anschauung Gottes als dem Lohne der Tugendsamen besteht."
10341,10342,Das dritte Gespräch hat der Verf.
10342,10343,S. 76
10343,10344,"besilmmt zu beweisen, daß Gott das Böse bestrafe: indem die Gottlosen von der Anschauung Gottes zu ihrer größten Pein auf ewig ausgeschlossen. werden."
10344,10345,S. 97
10345,10346,"Gott konnte dem Menschen die Freyheit geben, ob er schon vielfältigen Mißbrauch derselben vorsahe;"
10346,10347,weil die Bosheit und der Untergang der Einen die Tugend und die Glückseligkeit der Andern befordern.
10347,10348,S. 119 die Gnadenwahl kommt von Gottes Barmherzigkeit her;
10348,10349,"doch müssen auch wir mit der Gnade Gottes unsere Freyheit wohl gebrauchen, Gott über alles und unsern Nächsten wie uns selbst lieben:"
10349,10350,"So ist alles, schließt der Verf."
10350,10351,"den Elenchus von diesem Gespräche, zur größern Ehre Gottes.."
10351,10352,"Nun folgen im 4ten und 5ten Gespräch, welche mehr als die Hälfte des Buches ausmachen, die ersten Gründe der geoffenbarten Religion."
10352,10353,S. 133
10353,10354,"Gott hat uns einen Meßias geschickt, der uns eine Religion gelehrt, und unter Bedrohung der ewigen Strafe Glauben gefordert hat."
10354,10355,"Weil es aber Seite 148, den göttlichen Prophezeyungen gemäß, selbst im Christenthume falsche Lehrer geben muß, und S. 161 heute gewiß gibt, da man den Gelehrten nicht trauen darf, und viele von ihren Neigungen irre geführt und verdammt werden, so müssen wir aus so vielen christlichen Parteyen die Partey der Wahrheit aufsuchen."
10355,10356,"Diese Untersuchung muß S. 204 bey dem Wort Gottes anfangen, welches bey den zur Seligkeit nothwendigen Glaubenslehren entweder an sich selber klar seyn, oder einen klarbestimmten unfehlbaren Ausleger haben muß."
10356,10357,"S. 239 die Unfehlbarkeit hat Jesus seiner Kirche versprochen, die er S. 253 auf den Petrus gebauet hat, und die S. 269 bis ans Ende der Zeiten stehen muß."
10357,10358,S. 273 das von Jesu eingeführte in den ersten Zeiten anerkannte Kirchensystem ist heut zu Tage nur in der katholischen Kirche zu finden;
10358,10359,"dieß ist also S. 314 das einzige wahre, wogegen S. 323 der Protestantismus nicht aufkommen kann."
10359,10360,"Es nüßte für unsere Blätter viel zu weitschichtig ausfallen, wenn ich die Unzulänglichkeit der Beweise, die der Verf."
10360,10361,"für die angeführten Sätze vorbringt, ausführlich zeigen wollte:"
10361,10362,"denn fast alle sind unzulänglich, und das ganze Werk ist weit mehr geschickt bey nicht gründlich gelehrten, aber doch nachdenkenden Lesern Zweifel zu erregen, als einen Zweifelnden zu beruhigen."
10362,10363,"Jch will also nur anführen, daß der Verf., wo er beweisen will, daß die Uebel in der Welt bloß als Mittel zur Glückseligkeit da seyen, weder überhaupt einen Begriff vom Uebel oder von der Glückseligkeit angebe, noch auch sage, ob dieß auch von den moralischen Uebeln zu verstehen sey, oder ob die Uebel das nothwendige, das einzige Mittel zur Glückseligkeit seyen."
10363,10364,"Weiter, indem er die Uebel dieser Welt nicht als Mittel ansieht zur Glückseligkeit in diesem Leben, sondern zur Glückseligkeit jenseits des Grabes, welche in der Anschauung Gottes besteht;"
10364,10365,"so erklärt er es wieder mit keinem Worte, wie wir denn in jenent Leben Gott anschauen werden, wie dieses Anschauen die Glückseligleit der Menschen ausmache, und wie denn zwischen diesem Anschauen und den Uebeln dieser Welt eine so nothwendige, unmittelbare Verbindung könne und müsse gedacht werden, als S. 74 angegeben wird, wo denen ein hoherer Grad der ewigen Seligkeit zugetheilt wird, welche für dieselbe in diesem Leben mehr gelitten haben, und behauptet wird, daß Gott eben seinen Lieblingen die großten Trübsale dieses Lebens als das sicherste Unterpfand seiner Gegenliebe zugeschickt habe."
10365,10366,"Mit einem Worte, da von Menschenglückseligkeit die Rede ist, so kommt doch kein Wort von der Natur der menschlichen Seele, ihren Trieben, Neigungen und der Befriedigung derselben vor: als wenn nicht nach der verschiedenen Beschaffenheit eines Wesens desselben Glückseligfeit in etwas anders bestehen müßte."
10366,10367,"Ferner nennt er zwar S. 66 das Anschauen Gottes eine übernatürliche Glückseligkeit, von welcher hier, wo bloß von der natürlichen Religion die Rede ist, noch nicht soll geredet werden, sagt aber wieder kein Wort von dem Unterschiede zwischen natürlicher und übernatürlicher Glückseligkeit, und S. 72 wird die nämliche Anschauung Gottes wieder bloß natürliche Glückseligkeit."
10367,10368,genannt: denn da heißt es ausdrücklich:
10368,10369,"da euch also die Vernunft selber schon lehret, daß ihr durch einen guten Gebrauch euerer Freyheit zur Anschauung Gottes selbst gelangen werdet."
10369,10370,", Je weiter man fortlieset, desto auffallender wird die Zuversichtlichkeit, mit welcher der Verf."
10370,10371,dogmatisirt und demonstrirt.
10371,10372,"S. 84 von der Ewigkeit der Höllenstrafen, S. 85 von dem Unterschied zwischen läßlichen und Todsünden;"
10372,10373,"S. 180, daß Jrrthum in der Religion ein Laster, und sehr schwer zu vermeiden sey: daß aber doch alle in der Religion Jrrende ewig zu Grunde gehen, weil der Jrrthum doch nicht unüberwindlich und verzelhlich sey."
10373,10374,S. 226
10374,10375,"Von den an sich selbst klaren Stellen der Schrift, wohin das 8te Kap."
10375,10376,Matth.
10376,10377,und die Stelle Matth.
10377,10378,"16 gehört, woraus der Verf."
10378,10379,"beweiset, daß Christus seine Kirche auf den Petrus gegründet habe."
10379,10380,S. 262 wird als Grund für die Unfehlbarkeit des Papstes angeführt Propos.
10380,10381,damn.
10381,10382,ab Alex.
10382,10383,VIIJ.
10383,10384,Num.
10384,10385,29. Ueberall nimmt der Verf.
10385,10386,"Sätze als bewiesen, oder als teines Beweises bedürfend an, die kein Nachdenkender als solche ansehen kann."
10386,10387,Einige Mahl ist auch ein Zirkel im Demonstriren auffallend.
10387,10388,"Der so gelehrte als eifrige Bischof v. Brixen hat also ganz seinen Einsichten und seiner Weisheit gemäß gehandelt, daß er, wie ich zuverläßig weiß, nicht nur die ihm zugedachte Dedication dieses Buches ablehnte, sondern auch den Druck desselben in seinem Kirchsprengel verboth: weil nicht leicht etwas der wahren Religion in unsern Zeiten mehr schadet, als die schlechten Advocaten derselben."
10388,10389,"Man erkennet den Jesuitismus des Herr Malsiner auch hieran, daß er sich erkühnet hat, das Verboth seines Oberhirten zu eludiren, und sein Werk zu Augsburg der Presse zu übergeben, wo alles Jesuitische so mächtigen Schutz findet, und alles Uniesuitische gebrandmarket, oder zum Scheiterhaufen verdammt wird."
10389,10390,Jm Buche selbst mangelt es nicht an Spuren eines echten Jesuitengeistes.
10390,10391,"Kaiser Josephs Toleranzsystem, und alle Toleranzprediger belommen da und dort einen Seitenhieb."
10391,10392,"Der Verf. zweifelt, ob Jansenius zu der auf Petrus gebauten Kirche gehört habe, trägt übrigens das Molistinische Gnadensystem und die Scientia media mit unter seinen ersten Gründen der natürlichen und geoffenbarten Religion vor."
10392,10393,"Eine einzige Probe von der Logil und von der Genauigkeit, mit welcher der Verf. beweiset."
10393,10394,"Seite 175 heißt es: „Jrret Jemand (in Religionssachen) weil er nach der Untersuchung dasjenige als wahr annimmt, was ihm wahrscheinlich vorkommt, ob es schon im Grunde falsch ist;"
10394,10395,"so ist er sehr sträflich: denn, daß er das Falsche für wahr annimmt, kann nicht von einer Ueberzeugung des Verstandes herkommen;"
10395,10396,weil der Verstand nicht anders als durch einen vollkommenen Beweis überzeugt wird.
10396,10397,"Was aber falsch ist, kann niemahls als Wahrheit bewiesen werden, weil das Falsche den zureichenden Grund der Wahrheit nicht hat."
10397,10398,"Es muß also von einer Neigung des Willens herkommen, daß er das Falsche für Wahrheit annehme rc., H. Malsiner muß also recht viele böse Neigungen des Willens haben, wenn er von seinen Behauptungen überzeugt ist;"
10398,10399,"denn durch seine Beweise kann er es nicht seyn, sie sind alle unvollkommen."
10399,10400,"Jch will aber, um ihn nicht für höchst boshaft halten zu müssen, zwischen Subjectivem, und Objectivem unterscheiden, und glauben, daß seine an sich sehr unvolltommenen Beweise ihm doch vollkommen geschienen haben, aus Schwachheit am ErkenntnißVermögen, nicht aus Bosheit des Willens."
10400,10401,"Vielleicht hat er die Güte zu glauben, daß das auc andern begegnen könne?"
10401,10402,Th.
10402,10403,Mathematik.
10403,10404,"Uiber die Erbauung der Dörfer, eine Abhandlung, welcher die königl."
10404,10405,Societät der Wissenschaften zu Göttingen im Novemb.
10405,10406,"1786. den Preis ertheilte, von Rudolph Eikemeyer, churmainz."
10406,10407,"Jngenieur⸗Major, der Philos. und Mathemat."
10407,10408,ord.
10408,10409,öffentl.
10409,10410,Lehrer auf der Universität zu Mainz.
10410,10411,Franifurt 1787.
10411,10412,36. S. in 4.
10412,10413,"An Entwürfen und Anleitungen zur Erbauung einzelner Häuser und Höfe fehlte es uns zeither nicht, aber wohl an einem ausführlichen Werke, welches Unterricht ertheilte, wie ganze Dörfer zu erbauen und einzurichten seyen."
10413,10414,"Und doch beruht die vortheilhafte Einrichtung eines Dorfes nicht allein aus der Bauart der einzelnen Gebäude, als vielmehr auf einer den verschiednen Theilen und dem Ganzen angemessenen Verbindung der Häuser und Höfe."
10414,10415,Die Wichtigkeit dieses Gegenstandes bewog die konigl.
10415,10416,"Societät der Wissenschaften zu Gottingen diesen Stoff zur Preisfrage aufzugeben, welches die Veranlassung der vor uns liegenden Schrift ist."
10416,10417,"Der Hr. Verf. fordert zu einem guten Dorfe, daß es gesund, sicher, bequem und reinlich seyn müsse."
10417,10418,"Eigenschaften, welche auf der Lage und der innern Einrichtung desselben beruhen."
10418,10419,Zuerst wird darum von der Lage enes Dorfes gehandelt;
10419,10420,"alleim da diese nur sehr selten von uns abhängt, so hält sich der Hr. Verf."
10420,10421,bey dieser Untersuchung nicht lange auf:
10421,10422,desto ausführlicher breitet er sich über die Beschaffenheit der inuern Einrichtung aus.
10422,10423,a)
10423,10424,Gesund ist diese: wenn die Wege des Dorfes gerade und breit sind;
10424,10425,"wenn diese fest sind, damit sie rein können erhalten werden; — wenn für den Abfluß des Wassers und der Unreinigkeiten gesorgt ist; — wenn die Gebäude gehörig aus der Erde geführt sind, die nothwendige Höhe, gute Einrichtung von innen und unter einander solch eine Lage haben, daß die freye Luft sie durchstreichen und die schädlichen Dünste wegführen kann; — wenn im Dorfe und um dasselbe Bäume gepflanzt sind, die nicht nur zum erquickenden Schatten den Bewohnern, sondern auch zur Besserung der Luft dienen;"
10425,10426,"endlich wenn an dem Dorfe ein reiner Bach sich herlelten läßt, an dem Schwemmen für das Vieh angebracht sind."
10426,10427,b)
10427,10428,"Nicht zu weit getrennte Wohnungen, die mit zureichenden Umfassungen verwahrt sind, schützen vor Räubereyen."
10428,10429,"Die Ausbreitung des Feuers wird gehindert, wenn die Gebäude einzeln liegen;"
10429,10430,"— wenn viele Bäume um das Dorf und in demselben stehen, welche die Winde abhalten;"
10430,10431,"— endlich wenn ein Bach nahe ist, der bey auobrechendem Feuer geschwellt werden kann, und nebst den Hausbrunnen öffentliche angelegt sind."
10431,10432,"c) Enthält ein Dorf so viel offentliche Wohnhäuser und Wirthschaftsgebäude, als die Bedürfnisse und Verrichtungen der Einwohner erheischen;"
10432,10433,— ist mit jeder Wohnung ein verhültnismäßiger Hof und Garten verbunden;
10433,10434,"sind die Lage, Größe und Einrichtung der Gebäude zweckmäßig den Bedürfnissen und Verhältnissen der Bewohner ganz entsprechend;"
10434,10435,so ist das Dorf bequem.
10435,10436,"Das ist das Jdeal, welches der Herr Verf. von einem wohleingerichteten Dorfe gibt, und in einem deutlichen Plane ausführt, dem wieder andre über die einzelnen Höfe und Gebäude beygefügt sind, deren Einrichtung Einfluß aufs Ganze hat."
10436,10437,"Er geht hierauf von den allgemeinen Vorschriften zur Anwendung auf besondere Fälle,"
10437,10438,"indem er auf den Unterschied der Lage, der Zahl der Bewohner, und der Größe des Bauplatzes Rücksicht nimmt."
10438,10439,"Zugleich geschieht noch eine Anwendung auf eine Gegend, in der ein Dorf steht, dem die Lage sehr ungünstig ist, und solch eine üble Beschaffenheit hat, daß es unbequem, der Gesundheit schädlich und Feuers⸗ und Wassergefahren ausgesetzt ist."
10439,10440,Alle diese Betrachtungen sind durch ausführliche Zeichnungen erläutert.
10440,10441,"Hierauf handelt der Herr Verfasser von der Art und Weise, wie die gewählten Plane auszuführen seyen."
10441,10442,"Er durchgeht nun die verschiednen hier vorlommenden Fälle: als, wenn man ein Dorf in einer noch unangebauten Gegend anlegen will;"
